date,geography,geography code,Welsh reading ability: Total: All usual residents aged 3 years and over,Welsh reading ability: Cannot read Welsh,Welsh reading ability: Can read Welsh
2021,Pembrokeshire 007D,W01000596,1677,1388,289
2021,Pembrokeshire 002E,W01000597,1038,661,377
2021,Pembrokeshire 009C,W01000598,2108,1960,148
2021,Pembrokeshire 009D,W01000599,1949,1795,154
2021,Pembrokeshire 013A,W01000600,1559,1424,135
2021,Pembrokeshire 013B,W01000601,1462,1376,86
2021,Pembrokeshire 013C,W01000602,1185,1078,107
2021,Pembrokeshire 013D,W01000603,1754,1620,134
2021,Pembrokeshire 013E,W01000604,1654,1530,124
2021,Pembrokeshire 013F,W01000605,1743,1633,110
2021,Pembrokeshire 015B,W01000606,1603,1515,88
2021,Pembrokeshire 015C,W01000607,2375,2161,214
2021,Pembrokeshire 015D,W01000608,1393,1275,118
2021,Pembrokeshire 014D,W01000609,2375,2160,215
2021,Pembrokeshire 016A,W01000610,1676,1460,216
2021,Pembrokeshire 004C,W01000611,2042,1717,325
2021,Pembrokeshire 003C,W01000612,1733,1356,377
2021,Pembrokeshire 001E,W01000613,2011,1228,783
2021,Pembrokeshire 008D,W01000614,1353,1197,156
2021,Pembrokeshire 002F,W01000617,1485,1075,410
2021,Pembrokeshire 003D,W01000618,1685,1366,319
2021,Pembrokeshire 016B,W01000619,1958,1731,227
2021,Pembrokeshire 008E,W01000622,1392,1221,171
2021,Pembrokeshire 004D,W01000623,1961,1575,386
2021,Carmarthenshire 005A,W01000624,2280,1113,1167
2021,Carmarthenshire 013A,W01000625,1087,685,402
2021,Carmarthenshire 013B,W01000626,1573,903,670
2021,Carmarthenshire 013C,W01000627,2324,1314,1010
2021,Carmarthenshire 024A,W01000628,1493,1142,351
2021,Carmarthenshire 024B,W01000629,1596,1273,323
2021,Carmarthenshire 024C,W01000630,1530,1212,318
2021,Carmarthenshire 024D,W01000631,1765,1538,227
2021,Carmarthenshire 021A,W01000632,1304,917,387
2021,Carmarthenshire 021B,W01000633,1383,1058,325
2021,Carmarthenshire 021C,W01000634,1271,906,365
2021,Carmarthenshire 025A,W01000635,2329,1778,551
2021,Carmarthenshire 025B,W01000636,2268,1735,533
2021,Carmarthenshire 007A,W01000637,1336,953,383
2021,Carmarthenshire 007B,W01000638,1101,830,271
2021,Carmarthenshire 007C,W01000639,1457,999,458
2021,Carmarthenshire 007D,W01000640,1187,698,489
2021,Carmarthenshire 008A,W01000641,1998,1439,559
2021,Carmarthenshire 008B,W01000642,1714,1142,572
2021,Carmarthenshire 006A,W01000643,1621,1239,382
2021,Carmarthenshire 006B,W01000644,1812,1142,670
2021,Carmarthenshire 006C,W01000645,1898,1243,655
2021,Carmarthenshire 003A,W01000646,2077,1222,855
2021,Carmarthenshire 002A,W01000647,1394,839,555
2021,Carmarthenshire 006D,W01000648,1393,752,641
2021,Carmarthenshire 006E,W01000649,1506,809,697
2021,Carmarthenshire 002B,W01000650,1521,889,632
2021,Carmarthenshire 020A,W01000651,1465,1107,358
2021,Carmarthenshire 020B,W01000652,1732,1396,336
2021,Carmarthenshire 023A,W01000653,1426,998,428
2021,Carmarthenshire 023B,W01000654,1617,1275,342
2021,Carmarthenshire 020C,W01000655,1850,1419,431
2021,Carmarthenshire 010A,W01000656,1987,1130,857
2021,Carmarthenshire 010B,W01000657,1130,673,457
2021,Carmarthenshire 010C,W01000658,1287,751,536
2021,Carmarthenshire 026A,W01000659,1712,1432,280
2021,Carmarthenshire 026B,W01000660,1444,1208,236
2021,Carmarthenshire 016A,W01000662,2107,1093,1014
2021,Carmarthenshire 016B,W01000663,2402,1067,1335
2021,Carmarthenshire 016C,W01000664,2508,1266,1242
2021,Carmarthenshire 017A,W01000665,1768,1147,621
2021,Carmarthenshire 017B,W01000666,1596,1089,507
2021,Carmarthenshire 023C,W01000667,2039,1402,637
2021,Carmarthenshire 018A,W01000670,1532,1065,467
2021,Carmarthenshire 018B,W01000671,2088,1403,685
2021,Carmarthenshire 027E,W01000672,1462,1191,271
2021,Carmarthenshire 027F,W01000673,1082,845,237
2021,Carmarthenshire 027A,W01000674,2044,1151,893
2021,Carmarthenshire 012A,W01000675,2021,964,1057
2021,Carmarthenshire 004A,W01000676,1488,839,649
2021,Carmarthenshire 004B,W01000677,1411,887,524
2021,Carmarthenshire 002C,W01000678,1344,932,412
2021,Carmarthenshire 002D,W01000679,1204,773,431
2021,Carmarthenshire 011A,W01000680,2248,1230,1018
2021,Carmarthenshire 011B,W01000681,2020,1127,893
2021,Carmarthenshire 005B,W01000682,1363,614,749
2021,Carmarthenshire 005C,W01000683,1039,681,358
2021,Carmarthenshire 005D,W01000684,1718,979,739
2021,Carmarthenshire 001A,W01000685,1502,808,694
2021,Carmarthenshire 001B,W01000686,1187,551,636
2021,Carmarthenshire 004C,W01000687,1906,1066,840
2021,Carmarthenshire 003B,W01000688,1657,927,730
2021,Carmarthenshire 003C,W01000689,1696,923,773
2021,Carmarthenshire 019A,W01000690,1729,1110,619
2021,Carmarthenshire 019B,W01000691,1800,1259,541
2021,Carmarthenshire 019C,W01000692,1500,988,512
2021,Carmarthenshire 008C,W01000693,1099,643,456
2021,Carmarthenshire 008D,W01000694,1464,831,633
2021,Carmarthenshire 012B,W01000695,2164,1283,881
2021,Carmarthenshire 012C,W01000696,1609,815,794
2021,Carmarthenshire 015A,W01000697,1876,913,963
2021,Carmarthenshire 015B,W01000698,1908,888,1020
2021,Carmarthenshire 015C,W01000699,1434,778,656
2021,Carmarthenshire 027G,W01000700,1938,1228,710
2021,Carmarthenshire 001C,W01000701,1564,830,734
2021,Carmarthenshire 001D,W01000702,1148,623,525
2021,Carmarthenshire 022A,W01000703,1719,1350,369
2021,Carmarthenshire 022B,W01000704,1609,1116,493
2021,Carmarthenshire 022C,W01000705,1852,1470,382
2021,Carmarthenshire 025C,W01000706,1505,1190,315
2021,Carmarthenshire 025D,W01000707,1392,1081,311
2021,Carmarthenshire 025E,W01000708,1329,1088,241
2021,Carmarthenshire 004D,W01000709,2145,1248,897
2021,Carmarthenshire 021D,W01000710,2124,1430,694
2021,Carmarthenshire 021E,W01000711,1975,1563,412
2021,Carmarthenshire 015D,W01000712,1643,843,800
2021,Carmarthenshire 015E,W01000713,1329,647,682
2021,Carmarthenshire 013D,W01000714,1377,872,505
2021,Carmarthenshire 013E,W01000715,1252,678,574
2021,Carmarthenshire 016D,W01000716,1371,618,753
2021,Carmarthenshire 016E,W01000717,1405,660,745
2021,Carmarthenshire 010D,W01000718,1361,651,710
2021,Carmarthenshire 010E,W01000719,1404,687,717
2021,Carmarthenshire 027B,W01000720,1770,1028,742
2021,Carmarthenshire 027C,W01000721,1355,785,570
2021,Carmarthenshire 012D,W01000722,1321,691,630
2021,Carmarthenshire 012E,W01000723,1344,871,473
2021,Carmarthenshire 011C,W01000724,1889,1123,766
2021,Carmarthenshire 011D,W01000725,2262,1307,955
2021,Carmarthenshire 003D,W01000728,2022,1170,852
2021,Carmarthenshire 018C,W01000729,1197,690,507
2021,Carmarthenshire 018D,W01000730,1237,820,417
2021,Carmarthenshire 017C,W01000731,2337,1519,818
2021,Carmarthenshire 026D,W01000732,1263,1040,223
2021,Carmarthenshire 026E,W01000733,1156,983,173
2021,Carmarthenshire 026F,W01000734,1343,1100,243
2021,Carmarthenshire 027D,W01000735,2319,1558,761
2021,Swansea 028A,W01000736,1721,1521,200
2021,Swansea 028B,W01000737,1452,1289,163
2021,Swansea 014A,W01000738,1660,1559,101
2021,Swansea 014B,W01000739,2152,1982,170
2021,Swansea 014C,W01000740,1525,1403,122
2021,Swansea 014D,W01000741,1798,1640,158
2021,Swansea 016A,W01000742,1604,1495,109
2021,Swansea 016B,W01000744,1472,1362,110
2021,Swansea 025B,W01000745,2404,2185,219
2021,Swansea 025C,W01000746,1377,1250,127
2021,Swansea 024A,W01000747,1552,1382,170
2021,Swansea 026A,W01000749,1951,1772,179
2021,Swansea 002A,W01000750,1414,1127,287
2021,Swansea 002B,W01000751,1366,1041,325
2021,Swansea 002C,W01000752,1427,1238,189
2021,Swansea 002D,W01000753,1383,1136,247
2021,Swansea 002E,W01000754,1512,1255,257
2021,Swansea 017A,W01000755,1919,1742,177
2021,Swansea 017B,W01000756,1428,1287,141
2021,Swansea 017C,W01000757,1394,1256,138
2021,Swansea 017D,W01000758,1842,1621,221
2021,Swansea 012A,W01000759,1506,1324,182
2021,Swansea 013A,W01000760,1527,1349,178
2021,Swansea 013B,W01000761,1518,1366,152
2021,Swansea 013C,W01000762,1611,1519,92
2021,Swansea 015A,W01000763,1363,1252,111
2021,Swansea 015B,W01000764,1520,1402,118
2021,Swansea 015C,W01000765,1583,1451,132
2021,Swansea 015D,W01000766,1448,1320,128
2021,Swansea 015E,W01000767,1388,1315,73
2021,Swansea 032A,W01000768,1315,1196,119
2021,Swansea 032B,W01000769,1355,1248,107
2021,Swansea 032D,W01000770,1484,1362,122
2021,Swansea 032G,W01000771,1274,1145,129
2021,Swansea 018A,W01000772,1451,1293,158
2021,Swansea 005B,W01000774,1562,1316,246
2021,Swansea 030A,W01000775,1602,1461,141
2021,Swansea 030B,W01000776,1749,1534,215
2021,Swansea 012B,W01000777,1672,1475,197
2021,Swansea 012C,W01000778,1733,1529,204
2021,Swansea 012D,W01000779,1417,1237,180
2021,Swansea 032E,W01000781,1587,1380,207
2021,Swansea 032F,W01000782,1049,965,84
2021,Swansea 007A,W01000784,1263,1078,185
2021,Swansea 007B,W01000785,1718,1434,284
2021,Swansea 007C,W01000786,1229,1031,198
2021,Swansea 016C,W01000787,1395,1243,152
2021,Swansea 016D,W01000788,1439,1321,118
2021,Swansea 016E,W01000789,1368,1289,79
2021,Swansea 016F,W01000790,2619,2420,199
2021,Swansea 004A,W01000791,1377,1215,162
2021,Swansea 004B,W01000792,1536,1228,308
2021,Swansea 004C,W01000793,1813,1513,300
2021,Swansea 010A,W01000794,2135,1754,381
2021,Swansea 006A,W01000795,1524,1296,228
2021,Swansea 010B,W01000797,1475,1269,206
2021,Swansea 010C,W01000798,1383,1222,161
2021,Swansea 010D,W01000799,1783,1612,171
2021,Swansea 006C,W01000800,1424,1188,236
2021,Swansea 006D,W01000801,1666,1540,126
2021,Swansea 007D,W01000802,2286,1953,333
2021,Swansea 002F,W01000803,1778,1253,525
2021,Swansea 028C,W01000804,1404,1207,197
2021,Swansea 028D,W01000805,1119,980,139
2021,Swansea 003A,W01000806,1367,1202,165
2021,Swansea 003B,W01000807,1267,1151,116
2021,Swansea 003C,W01000808,1365,1194,171
2021,Swansea 008A,W01000809,1463,1315,148
2021,Swansea 003D,W01000810,1303,1192,111
2021,Swansea 008B,W01000811,1347,1218,129
2021,Swansea 008C,W01000812,1409,1303,106
2021,Swansea 008D,W01000813,1531,1295,236
2021,Swansea 008E,W01000814,1380,1254,126
2021,Swansea 003E,W01000815,1459,1193,266
2021,Swansea 003F,W01000816,1725,1527,198
2021,Swansea 009A,W01000817,1880,1717,163
2021,Swansea 009B,W01000818,1447,1285,162
2021,Swansea 009C,W01000819,1411,1246,165
2021,Swansea 009D,W01000820,1352,1225,127
2021,Swansea 009E,W01000821,1431,1342,89
2021,Swansea 009F,W01000822,1171,1049,122
2021,Swansea 031A,W01000823,1789,1585,204
2021,Swansea 031B,W01000824,1625,1414,211
2021,Swansea 031C,W01000825,1247,1095,152
2021,Swansea 031D,W01000826,1236,1058,178
2021,Swansea 031E,W01000827,1227,1090,137
2021,Swansea 018B,W01000828,1606,1414,192
2021,Swansea 018C,W01000829,1873,1654,219
2021,Swansea 011A,W01000830,1696,1597,99
2021,Swansea 013D,W01000831,1668,1505,163
2021,Swansea 011B,W01000832,1522,1424,98
2021,Swansea 011C,W01000833,1567,1468,99
2021,Swansea 011D,W01000834,1393,1257,136
2021,Swansea 013E,W01000835,1405,1302,103
2021,Swansea 011E,W01000836,2281,2061,220
2021,Swansea 004D,W01000837,2237,1863,374
2021,Swansea 004E,W01000838,1225,1100,125
2021,Swansea 030C,W01000839,1024,919,105
2021,Swansea 030D,W01000840,1588,1415,173
2021,Swansea 005C,W01000841,1428,1257,171
2021,Swansea 005D,W01000842,1384,1207,177
2021,Swansea 005E,W01000843,1349,1150,199
2021,Swansea 005F,W01000844,1456,1291,165
2021,Swansea 001A,W01000845,1960,1440,520
2021,Swansea 001B,W01000846,1985,1490,495
2021,Swansea 001C,W01000847,1230,922,308
2021,Swansea 001D,W01000848,1168,987,181
2021,Swansea 021A,W01000849,2119,1942,177
2021,Swansea 021C,W01000851,1564,1457,107
2021,Swansea 021D,W01000852,1432,1343,89
2021,Swansea 022A,W01000853,1633,1426,207
2021,Swansea 022B,W01000854,1462,1267,195
2021,Swansea 022C,W01000855,1390,1220,170
2021,Swansea 022D,W01000856,1695,1574,121
2021,Swansea 022E,W01000857,1873,1683,190
2021,Swansea 027A,W01000858,1603,1366,237
2021,Swansea 027B,W01000859,1375,1216,159
2021,Swansea 027C,W01000860,1503,1257,246
2021,Swansea 027D,W01000861,1932,1663,269
2021,Swansea 019A,W01000862,1492,1387,105
2021,Swansea 019B,W01000863,1561,1489,72
2021,Swansea 019C,W01000864,1568,1490,78
2021,Swansea 019D,W01000865,1367,1294,73
2021,Swansea 019E,W01000866,1134,1072,62
2021,Swansea 019F,W01000867,1238,1148,90
2021,Swansea 024B,W01000868,1066,907,159
2021,Swansea 024C,W01000869,1501,1311,190
2021,Swansea 024D,W01000870,1348,1174,174
2021,Swansea 026B,W01000871,1737,1558,179
2021,Swansea 024E,W01000872,1363,1137,226
2021,Swansea 026C,W01000873,1513,1328,185
2021,Swansea 024F,W01000874,1774,1523,251
2021,Swansea 026D,W01000875,1880,1674,206
2021,Swansea 026E,W01000876,1616,1402,214
2021,Swansea 007E,W01000877,1630,1350,280
2021,Swansea 007F,W01000878,1237,1044,193
2021,Swansea 029A,W01000879,1647,1435,212
2021,Swansea 029B,W01000880,1517,1322,195
2021,Swansea 029C,W01000881,1291,1165,126
2021,Swansea 029D,W01000882,1689,1512,177
2021,Neath Port Talbot 016A,W01000883,1300,1214,86
2021,Neath Port Talbot 017A,W01000884,1231,1132,99
2021,Neath Port Talbot 017B,W01000885,1405,1307,98
2021,Neath Port Talbot 017C,W01000886,1564,1468,96
2021,Neath Port Talbot 021C,W01000887,2316,2002,314
2021,Neath Port Talbot 004A,W01000888,2630,2038,592
2021,Neath Port Talbot 015A,W01000889,1762,1571,191
2021,Neath Port Talbot 015B,W01000890,1504,1364,140
2021,Neath Port Talbot 015C,W01000891,1401,1275,126
2021,Neath Port Talbot 015D,W01000892,1908,1716,192
2021,Neath Port Talbot 003A,W01000893,1869,1625,244
2021,Neath Port Talbot 013A,W01000894,1426,1288,138
2021,Neath Port Talbot 013B,W01000895,1421,1299,122
2021,Neath Port Talbot 013C,W01000896,1525,1364,161
2021,Neath Port Talbot 013D,W01000897,1279,1166,113
2021,Neath Port Talbot 014A,W01000898,1421,1240,181
2021,Neath Port Talbot 014B,W01000899,1817,1548,269
2021,Neath Port Talbot 014C,W01000900,1527,1356,171
2021,Neath Port Talbot 014D,W01000901,1618,1391,227
2021,Neath Port Talbot 006C,W01000904,1439,1238,201
2021,Neath Port Talbot 006D,W01000905,1451,1279,172
2021,Neath Port Talbot 007B,W01000907,1681,1512,169
2021,Neath Port Talbot 006E,W01000908,1553,1343,210
2021,Neath Port Talbot 009A,W01000909,1152,1053,99
2021,Neath Port Talbot 009B,W01000910,1339,1203,136
2021,Neath Port Talbot 009C,W01000911,1124,994,130
2021,Neath Port Talbot 010A,W01000912,1169,1064,105
2021,Neath Port Talbot 010B,W01000913,1120,993,127
2021,Neath Port Talbot 010C,W01000914,1598,1473,125
2021,Neath Port Talbot 010D,W01000915,1089,975,114
2021,Neath Port Talbot 010E,W01000916,1154,1033,121
2021,Neath Port Talbot 002A,W01000918,1883,1542,341
2021,Neath Port Talbot 020A,W01000919,1120,586,534
2021,Neath Port Talbot 021G,W01000921,1405,1315,90
2021,Neath Port Talbot 007C,W01000922,1541,1389,152
2021,Neath Port Talbot 003B,W01000925,1486,1264,222
2021,Neath Port Talbot 003C,W01000926,1798,1412,386
2021,Neath Port Talbot 020B,W01000927,1993,1519,474
2021,Neath Port Talbot 020C,W01000928,1544,857,687
2021,Neath Port Talbot 020D,W01000929,1223,777,446
2021,Neath Port Talbot 021F,W01000930,1111,1042,69
2021,Neath Port Talbot 020E,W01000931,1316,744,572
2021,Neath Port Talbot 019A,W01000932,1001,926,75
2021,Neath Port Talbot 019B,W01000933,1943,1718,225
2021,Neath Port Talbot 008A,W01000934,1205,1111,94
2021,Neath Port Talbot 008B,W01000935,1508,1387,121
2021,Neath Port Talbot 012A,W01000936,1327,1231,96
2021,Neath Port Talbot 013E,W01000937,1873,1678,195
2021,Neath Port Talbot 008C,W01000938,1358,1164,194
2021,Neath Port Talbot 008D,W01000939,1123,1033,90
2021,Neath Port Talbot 008E,W01000940,1228,1113,115
2021,Neath Port Talbot 012B,W01000941,1487,1353,134
2021,Neath Port Talbot 012C,W01000942,1735,1600,135
2021,Neath Port Talbot 012D,W01000943,1442,1264,178
2021,Neath Port Talbot 002B,W01000944,1145,987,158
2021,Neath Port Talbot 014E,W01000945,1131,987,144
2021,Neath Port Talbot 004B,W01000946,1750,1355,395
2021,Neath Port Talbot 004C,W01000947,2109,1635,474
2021,Neath Port Talbot 004D,W01000948,1777,1330,447
2021,Neath Port Talbot 018A,W01000949,1291,1159,132
2021,Neath Port Talbot 018B,W01000950,1417,1284,133
2021,Neath Port Talbot 018C,W01000951,1736,1569,167
2021,Neath Port Talbot 018D,W01000952,1135,1026,109
2021,Neath Port Talbot 021B,W01000953,1559,1361,198
2021,Neath Port Talbot 021A,W01000954,1312,1164,148
2021,Neath Port Talbot 004E,W01000955,1340,1038,302
2021,Neath Port Talbot 004F,W01000956,1174,951,223
2021,Neath Port Talbot 017D,W01000957,1570,1459,111
2021,Neath Port Talbot 016B,W01000958,1513,1427,86
2021,Neath Port Talbot 017E,W01000959,1687,1541,146
2021,Neath Port Talbot 017F,W01000960,1717,1601,116
2021,Neath Port Talbot 016C,W01000961,1542,1419,123
2021,Neath Port Talbot 016D,W01000962,1487,1363,124
2021,Neath Port Talbot 016E,W01000963,1798,1666,132
2021,Neath Port Talbot 016F,W01000964,1755,1631,124
2021,Neath Port Talbot 002C,W01000965,1968,1574,394
2021,Neath Port Talbot 018E,W01000966,1401,1280,121
2021,Neath Port Talbot 019C,W01000967,1372,1296,76
2021,Neath Port Talbot 019D,W01000968,1906,1733,173
2021,Neath Port Talbot 009D,W01000969,1498,1302,196
2021,Neath Port Talbot 021D,W01000970,1081,966,115
2021,Neath Port Talbot 004G,W01000971,1360,956,404
2021,Neath Port Talbot 020F,W01000973,1296,892,404
2021,Bridgend 006A,W01000974,2301,2058,243
2021,Bridgend 004A,W01000975,2164,2000,164
2021,Bridgend 003A,W01000976,1060,982,78
2021,Bridgend 003B,W01000977,1380,1256,124
2021,Bridgend 004B,W01000978,1725,1557,168
2021,Bridgend 015A,W01000979,1558,1401,157
2021,Bridgend 016A,W01000980,1303,1196,107
2021,Bridgend 016B,W01000981,1202,1077,125
2021,Bridgend 016C,W01000982,1393,1265,128
2021,Bridgend 015B,W01000983,1467,1305,162
2021,Bridgend 016D,W01000984,2104,1870,234
2021,Bridgend 015C,W01000985,1236,1108,128
2021,Bridgend 007A,W01000986,1617,1395,222
2021,Bridgend 007B,W01000987,2334,2124,210
2021,Bridgend 013A,W01000989,1530,1344,186
2021,Bridgend 017B,W01000990,1508,1392,116
2021,Bridgend 001A,W01000991,1103,1007,96
2021,Bridgend 001B,W01000992,1348,1243,105
2021,Bridgend 001C,W01000993,1315,1223,92
2021,Bridgend 001D,W01000994,1351,1236,115
2021,Bridgend 001E,W01000995,1328,1177,151
2021,Bridgend 008A,W01000996,1496,1344,152
2021,Bridgend 012A,W01000997,1651,1525,126
2021,Bridgend 010A,W01000999,1355,1222,133
2021,Bridgend 010B,W01001000,1686,1508,178
2021,Bridgend 010C,W01001001,1758,1570,188
2021,Bridgend 010D,W01001002,2338,2123,215
2021,Bridgend 015D,W01001003,1310,1181,129
2021,Bridgend 009A,W01001004,1013,904,109
2021,Bridgend 009B,W01001005,1556,1391,165
2021,Bridgend 009C,W01001006,2187,1926,261
2021,Bridgend 009D,W01001007,1830,1632,198
2021,Bridgend 011B,W01001008,2474,2186,288
2021,Bridgend 004C,W01001009,1208,1066,142
2021,Bridgend 012B,W01001010,1126,1040,86
2021,Bridgend 012C,W01001011,1246,1148,98
2021,Bridgend 005A,W01001012,1469,1226,243
2021,Bridgend 005B,W01001013,1437,1212,225
2021,Bridgend 002A,W01001014,1575,1392,183
2021,Bridgend 002B,W01001015,1423,1239,184
2021,Bridgend 005C,W01001016,1595,1408,187
2021,Bridgend 002C,W01001017,1426,1202,224
2021,Bridgend 002D,W01001018,1253,1080,173
2021,Bridgend 005D,W01001019,1539,1341,198
2021,Bridgend 002E,W01001020,1316,1179,137
2021,Bridgend 014A,W01001021,1558,1423,135
2021,Bridgend 014B,W01001022,1381,1276,105
2021,Bridgend 014C,W01001023,1607,1491,116
2021,Bridgend 003C,W01001024,1106,1017,89
2021,Bridgend 003D,W01001025,1195,1092,103
2021,Bridgend 012D,W01001026,1941,1782,159
2021,Bridgend 017C,W01001027,1461,1330,131
2021,Bridgend 014D,W01001028,1843,1644,199
2021,Bridgend 019A,W01001029,1684,1535,149
2021,Bridgend 019B,W01001030,1918,1721,197
2021,Bridgend 018A,W01001031,1443,1319,124
2021,Bridgend 018B,W01001032,1726,1544,182
2021,Bridgend 003E,W01001033,1701,1558,143
2021,Bridgend 003F,W01001034,1299,1178,121
2021,Bridgend 014E,W01001035,1689,1536,153
2021,Bridgend 017D,W01001036,1585,1359,226
2021,Bridgend 013B,W01001037,1763,1564,199
2021,Bridgend 011C,W01001038,2494,2241,253
2021,Bridgend 009E,W01001039,1661,1489,172
2021,Bridgend 009F,W01001040,1521,1389,132
2021,Bridgend 013C,W01001041,2240,1990,250
2021,Bridgend 004D,W01001042,1221,1042,179
2021,Bridgend 004E,W01001043,1132,993,139
2021,Bridgend 019C,W01001044,1555,1465,90
2021,Bridgend 019D,W01001045,1668,1551,117
2021,Bridgend 018C,W01001046,1886,1742,144
2021,Bridgend 018D,W01001047,1633,1467,166
2021,Bridgend 008B,W01001048,1381,1260,121
2021,Bridgend 008C,W01001049,1259,1140,119
2021,Bridgend 008D,W01001050,1501,1344,157
2021,Bridgend 008E,W01001051,1764,1596,168
2021,Bridgend 008F,W01001052,1240,1140,100
2021,Bridgend 018E,W01001053,992,848,144
2021,Bridgend 018F,W01001054,1332,1211,121
2021,Bridgend 007C,W01001055,1164,1071,93
2021,Bridgend 007D,W01001056,1152,1043,109
2021,Bridgend 006B,W01001057,1678,1517,161
2021,Bridgend 006C,W01001058,1840,1633,207
2021,Vale of Glamorgan 015A,W01001059,1702,1443,259
2021,Vale of Glamorgan 015B,W01001060,1385,1194,191
2021,Vale of Glamorgan 013A,W01001062,1304,1100,204
2021,Vale of Glamorgan 012A,W01001063,1544,1384,160
2021,Vale of Glamorgan 013B,W01001064,1370,1233,137
2021,Vale of Glamorgan 012B,W01001065,1518,1316,202
2021,Vale of Glamorgan 015D,W01001066,1575,1359,216
2021,Vale of Glamorgan 009A,W01001067,1344,1225,119
2021,Vale of Glamorgan 009B,W01001068,1603,1467,136
2021,Vale of Glamorgan 012C,W01001069,1474,1346,128
2021,Vale of Glamorgan 009C,W01001070,994,906,88
2021,Vale of Glamorgan 009D,W01001071,1436,1307,129
2021,Vale of Glamorgan 009E,W01001072,2630,2295,335
2021,Vale of Glamorgan 015E,W01001073,2017,1830,187
2021,Vale of Glamorgan 004A,W01001075,1143,982,161
2021,Vale of Glamorgan 004B,W01001076,1343,1199,144
2021,Vale of Glamorgan 004C,W01001077,1384,1241,143
2021,Vale of Glamorgan 004D,W01001078,1255,1075,180
2021,Vale of Glamorgan 012E,W01001079,1438,1269,169
2021,Vale of Glamorgan 012F,W01001080,1525,1380,145
2021,Vale of Glamorgan 007A,W01001081,1675,1484,191
2021,Vale of Glamorgan 002A,W01001082,1526,1305,221
2021,Vale of Glamorgan 002B,W01001083,1668,1411,257
2021,Vale of Glamorgan 002C,W01001084,1626,1398,228
2021,Vale of Glamorgan 002D,W01001085,1610,1367,243
2021,Vale of Glamorgan 006A,W01001086,1468,1255,213
2021,Vale of Glamorgan 006B,W01001087,1472,1299,173
2021,Vale of Glamorgan 006C,W01001088,2073,1876,197
2021,Vale of Glamorgan 006D,W01001089,1553,1401,152
2021,Vale of Glamorgan 006E,W01001090,1412,1226,186
2021,Vale of Glamorgan 010A,W01001091,1589,1410,179
2021,Vale of Glamorgan 007B,W01001092,2046,1771,275
2021,Vale of Glamorgan 013C,W01001093,1719,1535,184
2021,Vale of Glamorgan 007C,W01001094,1195,1075,120
2021,Vale of Glamorgan 007D,W01001095,1321,1186,135
2021,Vale of Glamorgan 007E,W01001096,1274,1149,125
2021,Vale of Glamorgan 007F,W01001097,1469,1348,121
2021,Vale of Glamorgan 010B,W01001098,1010,895,115
2021,Vale of Glamorgan 013D,W01001099,1165,1035,130
2021,Vale of Glamorgan 010C,W01001100,1452,1273,179
2021,Vale of Glamorgan 013E,W01001101,1473,1301,172
2021,Vale of Glamorgan 013F,W01001102,1467,1258,209
2021,Vale of Glamorgan 010D,W01001103,1151,1039,112
2021,Vale of Glamorgan 004E,W01001104,2039,1812,227
2021,Vale of Glamorgan 001A,W01001105,2757,2352,405
2021,Vale of Glamorgan 011A,W01001106,1415,1272,143
2021,Vale of Glamorgan 011B,W01001107,1476,1345,131
2021,Vale of Glamorgan 014A,W01001108,1755,1567,188
2021,Vale of Glamorgan 011C,W01001109,1347,1188,159
2021,Vale of Glamorgan 011D,W01001110,1659,1483,176
2021,Vale of Glamorgan 011E,W01001111,1314,1205,109
2021,Vale of Glamorgan 011F,W01001112,1279,1114,165
2021,Vale of Glamorgan 003A,W01001113,2263,1937,326
2021,Vale of Glamorgan 008A,W01001114,1545,1323,222
2021,Vale of Glamorgan 008B,W01001115,2100,1862,238
2021,Vale of Glamorgan 005A,W01001116,1903,1631,272
2021,Vale of Glamorgan 014B,W01001117,1263,1148,115
2021,Vale of Glamorgan 003B,W01001119,1817,1590,227
2021,Vale of Glamorgan 014D,W01001120,1320,1194,126
2021,Vale of Glamorgan 014E,W01001121,1659,1507,152
2021,Vale of Glamorgan 014F,W01001122,2369,2166,203
2021,Vale of Glamorgan 005B,W01001123,1446,1251,195
2021,Vale of Glamorgan 005C,W01001124,1421,1239,182
2021,Vale of Glamorgan 005D,W01001125,1386,1211,175
2021,Vale of Glamorgan 001B,W01001127,1589,1384,205
2021,Vale of Glamorgan 001C,W01001128,1638,1430,208
2021,Vale of Glamorgan 004F,W01001129,1598,1419,179
2021,Vale of Glamorgan 005F,W01001130,1240,1070,170
2021,Vale of Glamorgan 008C,W01001131,1650,1455,195
2021,Vale of Glamorgan 008D,W01001132,1307,1175,132
2021,Vale of Glamorgan 008E,W01001133,2187,1969,218
2021,Vale of Glamorgan 008F,W01001134,1084,968,116
2021,Vale of Glamorgan 003C,W01001135,2240,1947,293
2021,Vale of Glamorgan 003D,W01001136,1465,1310,155
2021,Rhondda Cynon Taf 005A,W01001137,2289,2073,216
2021,Rhondda Cynon Taf 005B,W01001138,1289,1166,123
2021,Rhondda Cynon Taf 005C,W01001139,1356,1230,126
2021,Rhondda Cynon Taf 005D,W01001140,1363,1236,127
2021,Rhondda Cynon Taf 005E,W01001141,1463,1338,125
2021,Rhondda Cynon Taf 005F,W01001142,1840,1645,195
2021,Rhondda Cynon Taf 012A,W01001143,1433,1244,189
2021,Rhondda Cynon Taf 012B,W01001144,1672,1530,142
