date,geography,geography code,Welsh writing ability: Total: All usual residents aged 3 years and over,Welsh writing ability: Cannot write Welsh,Welsh writing ability: Can write Welsh
2021,Rhondda Cynon Taf 005B,W01001138,1289,1188,101
2021,Rhondda Cynon Taf 005C,W01001139,1354,1244,110
2021,Rhondda Cynon Taf 005D,W01001140,1365,1260,105
2021,Rhondda Cynon Taf 005E,W01001141,1463,1374,89
2021,Rhondda Cynon Taf 005F,W01001142,1840,1684,156
2021,Rhondda Cynon Taf 012A,W01001143,1433,1281,152
2021,Rhondda Cynon Taf 012B,W01001144,1672,1535,137
2021,Rhondda Cynon Taf 012C,W01001145,1686,1514,172
2021,Rhondda Cynon Taf 012D,W01001146,1366,1207,159
2021,Rhondda Cynon Taf 004A,W01001147,1759,1586,173
2021,Rhondda Cynon Taf 002A,W01001148,1684,1517,167
2021,Rhondda Cynon Taf 003A,W01001149,1357,1227,130
2021,Rhondda Cynon Taf 003B,W01001150,1820,1637,183
2021,Rhondda Cynon Taf 003C,W01001151,1770,1580,190
2021,Rhondda Cynon Taf 002B,W01001152,1882,1652,230
2021,Rhondda Cynon Taf 002C,W01001153,1515,1377,138
2021,Rhondda Cynon Taf 003D,W01001154,1370,1256,114
2021,Rhondda Cynon Taf 002D,W01001155,1482,1344,138
2021,Rhondda Cynon Taf 003E,W01001156,1375,1174,201
2021,Rhondda Cynon Taf 028A,W01001157,1266,1133,133
2021,Rhondda Cynon Taf 028B,W01001158,1437,1301,136
2021,Rhondda Cynon Taf 028C,W01001159,1513,1312,201
2021,Rhondda Cynon Taf 029A,W01001160,1584,1436,148
2021,Rhondda Cynon Taf 025A,W01001162,2434,2052,382
2021,Rhondda Cynon Taf 019A,W01001164,1518,1352,166
2021,Rhondda Cynon Taf 019B,W01001165,1307,1141,166
2021,Rhondda Cynon Taf 016A,W01001166,1325,1268,57
2021,Rhondda Cynon Taf 016B,W01001167,1362,1237,125
2021,Rhondda Cynon Taf 004B,W01001168,1357,1247,110
2021,Rhondda Cynon Taf 004C,W01001169,2444,2255,189
2021,Rhondda Cynon Taf 004D,W01001170,1163,1067,96
2021,Rhondda Cynon Taf 017A,W01001171,1256,1148,108
2021,Rhondda Cynon Taf 020A,W01001172,1352,1210,142
2021,Rhondda Cynon Taf 020B,W01001173,1312,1233,79
2021,Rhondda Cynon Taf 020C,W01001174,1364,1284,80
2021,Rhondda Cynon Taf 009A,W01001175,1260,1129,131
2021,Rhondda Cynon Taf 013A,W01001176,1401,1263,138
2021,Rhondda Cynon Taf 009B,W01001177,1257,1152,105
2021,Rhondda Cynon Taf 023A,W01001178,1570,1432,138
2021,Rhondda Cynon Taf 023B,W01001179,1658,1557,101
2021,Rhondda Cynon Taf 015A,W01001180,1478,1331,147
2021,Rhondda Cynon Taf 015B,W01001181,1348,1204,144
2021,Rhondda Cynon Taf 026A,W01001184,2021,1810,211
2021,Rhondda Cynon Taf 022A,W01001185,2003,1791,212
2021,Rhondda Cynon Taf 001A,W01001186,1687,1435,252
2021,Rhondda Cynon Taf 001B,W01001187,1322,1126,196
2021,Rhondda Cynon Taf 001C,W01001188,1264,1147,117
2021,Rhondda Cynon Taf 029C,W01001189,1462,1327,135
2021,Rhondda Cynon Taf 029D,W01001190,2879,2472,407
2021,Rhondda Cynon Taf 031B,W01001192,1380,1245,135
2021,Rhondda Cynon Taf 030A,W01001193,1112,949,163
2021,Rhondda Cynon Taf 030B,W01001194,2058,1755,303
2021,Rhondda Cynon Taf 030C,W01001195,1424,1201,223
2021,Rhondda Cynon Taf 027B,W01001196,1401,1185,216
2021,Rhondda Cynon Taf 027C,W01001197,1184,916,268
2021,Rhondda Cynon Taf 027D,W01001198,1457,1295,162
2021,Rhondda Cynon Taf 027E,W01001199,1615,1396,219
2021,Rhondda Cynon Taf 009C,W01001202,1712,1585,127
2021,Rhondda Cynon Taf 009D,W01001203,1316,1215,101
2021,Rhondda Cynon Taf 006A,W01001204,1471,1302,169
2021,Rhondda Cynon Taf 006B,W01001205,1427,1277,150
2021,Rhondda Cynon Taf 006C,W01001206,1425,1306,119
2021,Rhondda Cynon Taf 006D,W01001207,1231,1123,108
2021,Rhondda Cynon Taf 006E,W01001208,1475,1327,148
2021,Rhondda Cynon Taf 008A,W01001209,1400,1276,124
2021,Rhondda Cynon Taf 008B,W01001210,1415,1308,107
2021,Rhondda Cynon Taf 008C,W01001211,1474,1358,116
2021,Rhondda Cynon Taf 008D,W01001212,1263,1164,99
2021,Rhondda Cynon Taf 011B,W01001214,1272,1110,162
2021,Rhondda Cynon Taf 011D,W01001216,1462,1323,139
2021,Rhondda Cynon Taf 018A,W01001217,1081,985,96
2021,Rhondda Cynon Taf 018B,W01001218,1476,1378,98
2021,Rhondda Cynon Taf 018C,W01001219,1178,1120,58
2021,Rhondda Cynon Taf 018D,W01001220,1448,1338,110
2021,Rhondda Cynon Taf 001D,W01001221,1386,1258,128
2021,Rhondda Cynon Taf 001E,W01001222,1496,1383,113
2021,Rhondda Cynon Taf 031C,W01001223,1691,1513,178
2021,Rhondda Cynon Taf 031D,W01001224,1982,1506,476
2021,Rhondda Cynon Taf 031E,W01001225,1537,1300,237
2021,Rhondda Cynon Taf 031F,W01001226,1642,1408,234
2021,Rhondda Cynon Taf 021C,W01001227,1233,1012,221
2021,Rhondda Cynon Taf 021D,W01001228,1575,1345,230
2021,Rhondda Cynon Taf 017B,W01001229,1365,1206,159
2021,Rhondda Cynon Taf 017C,W01001230,1506,1313,193
2021,Rhondda Cynon Taf 017D,W01001231,1387,1222,165
2021,Rhondda Cynon Taf 020D,W01001232,1237,1095,142
2021,Rhondda Cynon Taf 001F,W01001233,1779,1553,226
2021,Rhondda Cynon Taf 021E,W01001234,1452,1290,162
2021,Rhondda Cynon Taf 021F,W01001235,1601,1452,149
2021,Rhondda Cynon Taf 021G,W01001236,1563,1357,206
2021,Rhondda Cynon Taf 022B,W01001237,1409,1291,118
2021,Rhondda Cynon Taf 022C,W01001238,1650,1500,150
2021,Rhondda Cynon Taf 026B,W01001239,1269,1140,129
2021,Rhondda Cynon Taf 026C,W01001240,1855,1650,205
2021,Rhondda Cynon Taf 026D,W01001241,1612,1386,226
2021,Rhondda Cynon Taf 030D,W01001242,1324,1140,184
2021,Rhondda Cynon Taf 030E,W01001243,1368,1241,127
2021,Rhondda Cynon Taf 025B,W01001244,1351,1186,165
2021,Rhondda Cynon Taf 025C,W01001245,1201,1048,153
2021,Rhondda Cynon Taf 025D,W01001246,1308,1155,153
2021,Rhondda Cynon Taf 016C,W01001247,1541,1416,125
2021,Rhondda Cynon Taf 016D,W01001248,1928,1735,193
2021,Rhondda Cynon Taf 024A,W01001249,1420,1293,127
2021,Rhondda Cynon Taf 024B,W01001250,1491,1321,170
2021,Rhondda Cynon Taf 024C,W01001251,1449,1325,124
2021,Rhondda Cynon Taf 024D,W01001252,1521,1386,135
2021,Rhondda Cynon Taf 023C,W01001253,1403,1302,101
2021,Rhondda Cynon Taf 023E,W01001255,1939,1761,178
2021,Rhondda Cynon Taf 019C,W01001256,1155,1010,145
2021,Rhondda Cynon Taf 019D,W01001257,1203,1031,172
2021,Rhondda Cynon Taf 019E,W01001258,1211,1084,127
2021,Rhondda Cynon Taf 018E,W01001259,1558,1450,108
2021,Rhondda Cynon Taf 014C,W01001260,1140,1022,118
2021,Rhondda Cynon Taf 018F,W01001261,1208,1097,111
2021,Rhondda Cynon Taf 022D,W01001262,1534,1403,131
2021,Rhondda Cynon Taf 022E,W01001263,1642,1511,131
2021,Rhondda Cynon Taf 022F,W01001264,1884,1707,177
2021,Rhondda Cynon Taf 007A,W01001265,1493,1278,215
2021,Rhondda Cynon Taf 007B,W01001266,1332,1213,119
2021,Rhondda Cynon Taf 007C,W01001267,1439,1311,128
2021,Rhondda Cynon Taf 007D,W01001268,1277,1096,181
2021,Rhondda Cynon Taf 010A,W01001269,1411,1221,190
2021,Rhondda Cynon Taf 010B,W01001270,1406,1249,157
2021,Rhondda Cynon Taf 010C,W01001271,1479,1289,190
2021,Rhondda Cynon Taf 010D,W01001272,1426,1249,177
2021,Rhondda Cynon Taf 010E,W01001273,1710,1431,279
2021,Rhondda Cynon Taf 013B,W01001274,1144,1048,96
2021,Rhondda Cynon Taf 013C,W01001275,1729,1530,199
2021,Rhondda Cynon Taf 013D,W01001276,1225,1142,83
2021,Rhondda Cynon Taf 028D,W01001277,1089,994,95
2021,Rhondda Cynon Taf 028E,W01001278,1107,978,129
2021,Rhondda Cynon Taf 028F,W01001279,1069,987,82
2021,Rhondda Cynon Taf 017E,W01001280,1518,1398,120
2021,Rhondda Cynon Taf 017F,W01001281,1629,1421,208
2021,Rhondda Cynon Taf 015C,W01001282,1961,1746,215
2021,Rhondda Cynon Taf 015D,W01001283,1404,1205,199
2021,Rhondda Cynon Taf 015E,W01001284,1046,853,193
2021,Rhondda Cynon Taf 014D,W01001285,1332,1181,151
2021,Rhondda Cynon Taf 014E,W01001286,1420,1223,197
2021,Rhondda Cynon Taf 014F,W01001287,1417,1283,134
2021,Rhondda Cynon Taf 014G,W01001288,1384,1188,196
2021,Merthyr Tydfil 006A,W01001289,1314,1215,99
2021,Merthyr Tydfil 007A,W01001290,2304,2098,206
2021,Merthyr Tydfil 003A,W01001291,2002,1781,221
2021,Merthyr Tydfil 004A,W01001292,1759,1637,122
2021,Merthyr Tydfil 004B,W01001293,1638,1525,113
2021,Merthyr Tydfil 003B,W01001294,1628,1492,136
2021,Merthyr Tydfil 002A,W01001295,1454,1371,83
2021,Merthyr Tydfil 002B,W01001296,1521,1407,114
2021,Merthyr Tydfil 002C,W01001297,1762,1640,122
2021,Merthyr Tydfil 002D,W01001298,1678,1573,105
2021,Merthyr Tydfil 008A,W01001299,1617,1542,75
2021,Merthyr Tydfil 008B,W01001300,1676,1592,84
2021,Merthyr Tydfil 008C,W01001301,1835,1766,69
2021,Merthyr Tydfil 006B,W01001302,1370,1228,142
2021,Merthyr Tydfil 003C,W01001305,1193,1110,83
2021,Merthyr Tydfil 003D,W01001306,1387,1278,109
2021,Merthyr Tydfil 004C,W01001307,1490,1400,90
2021,Merthyr Tydfil 008D,W01001308,1194,1149,45
2021,Merthyr Tydfil 008E,W01001309,1257,1192,65
2021,Merthyr Tydfil 002E,W01001310,1494,1404,90
2021,Merthyr Tydfil 002F,W01001311,1103,1034,69
2021,Merthyr Tydfil 006E,W01001312,1431,1332,99
2021,Merthyr Tydfil 006F,W01001313,1437,1338,99
2021,Merthyr Tydfil 005A,W01001314,2050,1872,178
2021,Merthyr Tydfil 004D,W01001315,1658,1535,123
2021,Merthyr Tydfil 005C,W01001317,1689,1525,164
2021,Merthyr Tydfil 005D,W01001318,1438,1319,119
2021,Merthyr Tydfil 007B,W01001319,1566,1353,213
2021,Merthyr Tydfil 007C,W01001320,1386,1254,132
2021,Merthyr Tydfil 007D,W01001321,1564,1419,145
2021,Merthyr Tydfil 007E,W01001322,1578,1419,159
2021,Merthyr Tydfil 003E,W01001324,1878,1723,155
2021,Caerphilly 003A,W01001325,1602,1421,181
2021,Caerphilly 003B,W01001326,2079,1876,203
2021,Caerphilly 014A,W01001327,2361,2110,251
2021,Caerphilly 014B,W01001328,1464,1323,141
2021,Caerphilly 014C,W01001329,1447,1325,122
2021,Caerphilly 018A,W01001330,1401,1164,237
2021,Caerphilly 018B,W01001331,1679,1465,214
2021,Caerphilly 018C,W01001332,1781,1570,211
2021,Caerphilly 018D,W01001333,1420,1248,172
2021,Caerphilly 005A,W01001334,1396,1291,105
2021,Caerphilly 005B,W01001335,1237,1100,137
2021,Caerphilly 004A,W01001336,1369,1239,130
2021,Caerphilly 004B,W01001337,1408,1308,100
2021,Caerphilly 004C,W01001338,1663,1542,121
2021,Caerphilly 004D,W01001339,1367,1247,120
2021,Caerphilly 020A,W01001340,1826,1620,206
2021,Caerphilly 020B,W01001341,1652,1520,132
2021,Caerphilly 021A,W01001342,1158,1071,87
2021,Caerphilly 021B,W01001343,1071,959,112
2021,Caerphilly 020C,W01001344,1631,1488,143
2021,Caerphilly 021C,W01001345,1338,1244,94
2021,Caerphilly 020D,W01001346,1477,1341,136
2021,Caerphilly 005C,W01001347,1452,1343,109
2021,Caerphilly 009A,W01001348,1700,1602,98
2021,Caerphilly 009B,W01001349,1680,1494,186
2021,Caerphilly 009C,W01001350,1681,1567,114
2021,Caerphilly 005D,W01001351,1372,1284,88
2021,Caerphilly 007A,W01001352,1699,1599,100
2021,Caerphilly 007B,W01001353,1493,1414,79
2021,Caerphilly 014D,W01001354,1631,1499,132
2021,Caerphilly 015A,W01001355,1495,1385,110
2021,Caerphilly 006A,W01001356,1166,1082,84
2021,Caerphilly 006B,W01001357,1656,1525,131
2021,Caerphilly 006C,W01001358,1442,1345,97
2021,Caerphilly 006D,W01001359,1365,1278,87
2021,Caerphilly 002A,W01001360,1265,1161,104
2021,Caerphilly 002B,W01001361,1120,1051,69
2021,Caerphilly 003C,W01001362,1942,1769,173
2021,Caerphilly 012A,W01001363,1746,1564,182
2021,Caerphilly 012B,W01001364,1724,1596,128
2021,Caerphilly 012C,W01001365,1888,1694,194
2021,Caerphilly 019A,W01001366,1528,1392,136
2021,Caerphilly 019B,W01001367,1411,1288,123
2021,Caerphilly 019C,W01001368,1391,1259,132
2021,Caerphilly 012D,W01001369,2350,2137,213
2021,Caerphilly 023A,W01001370,1791,1586,205
2021,Caerphilly 022A,W01001371,1834,1608,226
2021,Caerphilly 022B,W01001372,1759,1497,262
2021,Caerphilly 022C,W01001373,1877,1603,274
2021,Caerphilly 001A,W01001374,1375,1287,88
2021,Caerphilly 001B,W01001375,1435,1264,171
2021,Caerphilly 001C,W01001376,1378,1277,101
2021,Caerphilly 013A,W01001377,1418,1283,135
2021,Caerphilly 013B,W01001378,1459,1340,119
2021,Caerphilly 013C,W01001379,1485,1304,181
2021,Caerphilly 010A,W01001380,1733,1622,111
2021,Caerphilly 010B,W01001381,1428,1350,78
2021,Caerphilly 010C,W01001382,1508,1396,112
2021,Caerphilly 010D,W01001383,1410,1290,120
2021,Caerphilly 002C,W01001384,1448,1358,90
2021,Caerphilly 002D,W01001385,1476,1398,78
2021,Caerphilly 002E,W01001386,1527,1452,75
2021,Caerphilly 007C,W01001387,1162,1033,129
2021,Caerphilly 007D,W01001388,1739,1569,170
2021,Caerphilly 007E,W01001389,1071,950,121
2021,Caerphilly 006E,W01001390,2046,1845,201
2021,Caerphilly 006F,W01001391,1583,1454,129
2021,Caerphilly 009D,W01001392,1890,1746,144
2021,Caerphilly 019D,W01001393,1302,1159,143
2021,Caerphilly 023B,W01001394,1257,1134,123
2021,Caerphilly 023C,W01001395,1282,1170,112
2021,Caerphilly 023D,W01001396,1498,1353,145
2021,Caerphilly 019E,W01001397,1533,1314,219
2021,Caerphilly 024A,W01001398,2683,2330,353
2021,Caerphilly 023E,W01001399,1221,1112,109
2021,Caerphilly 019F,W01001400,1358,1211,147
2021,Caerphilly 011A,W01001401,2002,1873,129
2021,Caerphilly 011B,W01001402,1548,1425,123
2021,Caerphilly 011C,W01001403,1543,1414,129
2021,Caerphilly 011D,W01001404,1321,1224,97
2021,Caerphilly 011E,W01001405,1734,1573,161
2021,Caerphilly 001D,W01001406,1777,1643,134
2021,Caerphilly 016A,W01001407,1276,1208,68
2021,Caerphilly 016B,W01001408,1388,1322,66
2021,Caerphilly 016C,W01001409,1532,1435,97
2021,Caerphilly 016D,W01001410,1746,1633,113
2021,Caerphilly 017A,W01001411,1569,1467,102
2021,Caerphilly 017B,W01001412,1605,1509,96
2021,Caerphilly 017C,W01001413,1767,1644,123
2021,Caerphilly 008A,W01001414,1527,1374,153
2021,Caerphilly 008B,W01001415,1673,1499,174
2021,Caerphilly 008C,W01001416,1341,1222,119
2021,Caerphilly 008D,W01001417,1340,1192,148
2021,Caerphilly 008E,W01001418,1355,1211,144
2021,Caerphilly 021D,W01001419,1570,1406,164
2021,Caerphilly 022D,W01001420,1184,1051,133
2021,Caerphilly 022E,W01001421,1391,1296,95
2021,Caerphilly 022F,W01001422,1423,1292,131
2021,Caerphilly 024B,W01001423,1341,1209,132
2021,Caerphilly 024C,W01001424,1370,1209,161
2021,Caerphilly 024D,W01001425,1685,1470,215
2021,Caerphilly 024E,W01001426,1411,1222,189
2021,Caerphilly 024F,W01001427,1798,1557,241
2021,Caerphilly 001E,W01001428,1188,1122,66
2021,Caerphilly 001F,W01001429,1129,995,134
2021,Caerphilly 015B,W01001430,2307,2133,174
2021,Caerphilly 015C,W01001431,1535,1418,117
2021,Caerphilly 013D,W01001432,2657,2296,361
2021,Caerphilly 013E,W01001433,1325,1161,164
2021,Caerphilly 013F,W01001434,1340,1142,198
2021,Blaenau Gwent 008A,W01001435,1313,1241,72
2021,Blaenau Gwent 008B,W01001436,1329,1276,53
2021,Blaenau Gwent 008C,W01001437,1401,1322,79
2021,Blaenau Gwent 004A,W01001438,1437,1372,65
2021,Blaenau Gwent 004B,W01001439,1560,1477,83
2021,Blaenau Gwent 001A,W01001440,1303,1229,74
2021,Blaenau Gwent 001B,W01001441,1115,1069,46
2021,Blaenau Gwent 001C,W01001442,1070,1000,70
2021,Blaenau Gwent 005A,W01001443,1200,1146,54
2021,Blaenau Gwent 005B,W01001444,1901,1783,118
2021,Blaenau Gwent 005C,W01001445,1306,1205,101
2021,Blaenau Gwent 002A,W01001446,1197,1127,70
2021,Blaenau Gwent 002B,W01001447,1424,1335,89
2021,Blaenau Gwent 002C,W01001448,1129,1062,67
2021,Blaenau Gwent 002D,W01001449,1330,1247,83
2021,Blaenau Gwent 007A,W01001450,1177,1129,48
2021,Blaenau Gwent 007B,W01001451,1258,1195,63
2021,Blaenau Gwent 007C,W01001452,1398,1310,88
2021,Blaenau Gwent 008D,W01001453,1443,1365,78
2021,Blaenau Gwent 008E,W01001454,1239,1189,50
2021,Blaenau Gwent 008F,W01001455,1614,1530,84
2021,Blaenau Gwent 004C,W01001456,1218,1158,60
2021,Blaenau Gwent 004D,W01001457,1719,1664,55
2021,Blaenau Gwent 004E,W01001458,1575,1500,75
2021,Blaenau Gwent 007D,W01001459,1152,1113,39
2021,Blaenau Gwent 007E,W01001460,1684,1565,119
2021,Blaenau Gwent 007F,W01001461,1232,1172,60
2021,Blaenau Gwent 006A,W01001462,1748,1632,116
2021,Blaenau Gwent 006B,W01001463,1740,1640,100
2021,Blaenau Gwent 009A,W01001464,1398,1327,71
2021,Blaenau Gwent 009B,W01001465,1481,1400,81
2021,Blaenau Gwent 009C,W01001466,1408,1354,54
2021,Blaenau Gwent 005D,W01001467,1825,1696,129
2021,Blaenau Gwent 005E,W01001468,1285,1206,79
2021,Blaenau Gwent 005F,W01001469,1266,1196,70
2021,Blaenau Gwent 001D,W01001470,1368,1305,63
2021,Blaenau Gwent 001E,W01001471,1562,1500,62
2021,Blaenau Gwent 003A,W01001472,1342,1239,103
2021,Blaenau Gwent 003B,W01001473,1225,1179,46
2021,Blaenau Gwent 003C,W01001474,1383,1301,82
2021,Blaenau Gwent 003D,W01001475,1089,1016,73
2021,Blaenau Gwent 006C,W01001478,1327,1243,84
2021,Blaenau Gwent 006D,W01001479,1408,1343,65
2021,Blaenau Gwent 003E,W01001480,1420,1327,93
2021,Blaenau Gwent 006E,W01001481,1598,1511,87
2021,Torfaen 002A,W01001482,1193,1065,128
2021,Torfaen 002B,W01001483,1376,1264,112
2021,Torfaen 002C,W01001484,1595,1453,142
2021,Torfaen 002D,W01001485,1213,1109,104
2021,Torfaen 002E,W01001486,1428,1302,126
2021,Torfaen 001A,W01001487,1611,1450,161
2021,Torfaen 001B,W01001488,1443,1346,97
2021,Torfaen 001C,W01001489,1395,1279,116
2021,Torfaen 001D,W01001490,1367,1254,113
2021,Torfaen 004A,W01001491,1633,1540,93
2021,Torfaen 012A,W01001492,2359,2183,176
2021,Torfaen 008A,W01001493,1753,1669,84
2021,Torfaen 008B,W01001494,1500,1385,115
2021,Torfaen 008C,W01001495,1743,1607,136
2021,Torfaen 004B,W01001496,1404,1317,87
2021,Torfaen 011A,W01001497,1346,1252,94
2021,Torfaen 011B,W01001498,1209,1102,107
2021,Torfaen 011C,W01001499,1116,1020,96
2021,Torfaen 011D,W01001500,1214,1138,76
2021,Torfaen 009A,W01001501,1279,1182,97
2021,Torfaen 011E,W01001502,1175,1109,66
2021,Torfaen 009B,W01001503,1196,1117,79
2021,Torfaen 013A,W01001504,2251,2100,151
2021,Torfaen 013B,W01001505,2546,2358,188
2021,Torfaen 010A,W01001506,1479,1402,77
2021,Torfaen 008D,W01001507,1894,1776,118
2021,Torfaen 013C,W01001508,1158,1092,66
2021,Torfaen 013D,W01001509,1366,1263,103
2021,Torfaen 005A,W01001510,1556,1466,90
2021,Torfaen 005B,W01001511,1491,1402,89
2021,Torfaen 005C,W01001512,1270,1230,40
2021,Torfaen 005D,W01001513,1430,1325,105
2021,Torfaen 006A,W01001514,1054,978,76
2021,Torfaen 006B,W01001515,1366,1245,121
2021,Torfaen 006C,W01001516,1381,1281,100
2021,Torfaen 006D,W01001517,2373,2166,207
2021,Torfaen 006E,W01001518,1111,1038,73
2021,Torfaen 007A,W01001519,1236,1166,70
2021,Torfaen 007B,W01001520,2493,2264,229
2021,Torfaen 007C,W01001521,1370,1263,107
2021,Torfaen 007D,W01001522,1563,1441,122
2021,Torfaen 004C,W01001523,1379,1273,106
2021,Torfaen 004D,W01001524,1809,1689,120
2021,Torfaen 003A,W01001525,1792,1681,111
2021,Torfaen 010B,W01001526,1332,1222,110
2021,Torfaen 010C,W01001527,1151,1080,71
2021,Torfaen 010D,W01001528,1697,1556,141
2021,Torfaen 003B,W01001529,1937,1815,122
2021,Torfaen 003C,W01001530,1706,1592,114
2021,Torfaen 003D,W01001531,1621,1514,107
2021,Torfaen 010E,W01001532,1706,1589,117
2021,Torfaen 012B,W01001533,1469,1351,118
2021,Torfaen 012C,W01001534,1365,1269,96
2021,Torfaen 012D,W01001535,1222,1161,61
2021,Torfaen 009C,W01001536,1091,1032,59
2021,Torfaen 007E,W01001537,1140,1054,86
2021,Torfaen 009D,W01001538,1288,1205,83
2021,Torfaen 009E,W01001539,1386,1288,98
2021,Torfaen 004E,W01001540,1229,1137,92
2021,Torfaen 004F,W01001541,1133,1041,92
2021,Monmouthshire 009A,W01001542,2067,1910,157
2021,Monmouthshire 009B,W01001543,1739,1561,178
2021,Monmouthshire 001A,W01001545,1497,1360,137
2021,Monmouthshire 002A,W01001546,1509,1392,117
2021,Monmouthshire 001B,W01001548,2049,1880,169
2021,Monmouthshire 007A,W01001549,1371,1274,97
2021,Monmouthshire 010C,W01001551,1137,1056,81
2021,Monmouthshire 004A,W01001552,1485,1385,100
2021,Monmouthshire 004C,W01001554,1508,1419,89
2021,Monmouthshire 006A,W01001555,1120,1022,98
2021,Monmouthshire 006B,W01001556,1331,1217,114
2021,Monmouthshire 001C,W01001557,1767,1615,152
2021,Monmouthshire 002C,W01001558,1545,1419,126
2021,Monmouthshire 008A,W01001559,1248,1174,74
2021,Monmouthshire 006C,W01001560,1349,1265,84
2021,Monmouthshire 003A,W01001561,1560,1447,113
2021,Monmouthshire 003B,W01001562,1330,1223,107
2021,Monmouthshire 003C,W01001563,1107,1031,76
2021,Monmouthshire 006D,W01001565,1780,1673,107
2021,Monmouthshire 005C,W01001568,1742,1598,144
2021,Monmouthshire 003E,W01001569,1315,1200,115
2021,Monmouthshire 001D,W01001571,1460,1323,137
2021,Monmouthshire 011A,W01001572,1576,1452,124
2021,Monmouthshire 011B,W01001573,1391,1273,118
2021,Monmouthshire 011C,W01001574,1276,1177,99
2021,Monmouthshire 005D,W01001575,1218,1122,96
2021,Monmouthshire 004D,W01001576,1042,982,60
2021,Monmouthshire 004E,W01001577,1255,1169,86
2021,Monmouthshire 009C,W01001578,2425,2245,180
2021,Monmouthshire 001E,W01001579,1539,1429,110
2021,Monmouthshire 002E,W01001580,1713,1593,120
2021,Monmouthshire 005E,W01001581,1901,1743,158
2021,Monmouthshire 011D,W01001582,1728,1569,159
2021,Monmouthshire 007B,W01001583,1491,1369,122
2021,Monmouthshire 008B,W01001584,1716,1601,115
2021,Monmouthshire 007C,W01001585,1252,1157,95
2021,Monmouthshire 007D,W01001586,2424,2203,221
2021,Monmouthshire 008C,W01001587,1819,1718,101
2021,Monmouthshire 010D,W01001588,1580,1475,105
2021,Monmouthshire 010E,W01001589,1382,1300,82
2021,Monmouthshire 009D,W01001590,2078,1940,138
2021,Monmouthshire 011E,W01001591,1534,1384,150
2021,Monmouthshire 008D,W01001592,1581,1465,116
2021,Monmouthshire 008E,W01001593,1573,1492,81
2021,Monmouthshire 007E,W01001594,1375,1265,110
2021,Monmouthshire 007F,W01001595,1262,1191,71
2021,Monmouthshire 006E,W01001596,1202,1136,66
2021,Monmouthshire 006F,W01001597,1392,1302,90
2021,Monmouthshire 010F,W01001598,1606,1491,115
2021,Monmouthshire 004F,W01001599,2084,1951,133
2021,Newport 012A,W01001600,1783,1641,142
2021,Newport 006A,W01001601,1491,1375,116
2021,Newport 012B,W01001602,1573,1439,134
2021,Newport 012C,W01001603,1481,1364,117
2021,Newport 012D,W01001604,1454,1344,110
2021,Newport 014A,W01001605,1425,1316,109
2021,Newport 008A,W01001606,1235,1126,109
2021,Newport 015A,W01001607,1304,1225,79
2021,Newport 008B,W01001608,1450,1343,107
2021,Newport 015B,W01001609,1827,1707,120
2021,Newport 015C,W01001610,1279,1195,84
2021,Newport 011A,W01001611,1161,1104,57
2021,Newport 011B,W01001612,1481,1397,84
2021,Newport 011C,W01001613,1458,1336,122
2021,Newport 005A,W01001614,1529,1447,82
2021,Newport 005B,W01001615,1528,1444,84
2021,Newport 005C,W01001616,1368,1264,104
2021,Newport 003A,W01001617,1392,1307,85
2021,Newport 003B,W01001618,1090,1031,59
2021,Newport 003C,W01001619,1309,1236,73
2021,Newport 003D,W01001620,1620,1505,115
2021,Newport 003E,W01001621,1379,1284,95
2021,Newport 003F,W01001622,1170,1108,62
2021,Newport 001A,W01001623,1382,1285,97
2021,Newport 001B,W01001624,1184,1121,63
2021,Newport 001C,W01001625,1162,1081,81
2021,Newport 001D,W01001626,1468,1344,124
2021,Newport 001E,W01001627,1574,1462,112
2021,Newport 001F,W01001628,1026,980,46
2021,Newport 017A,W01001629,1347,1270,77
2021,Newport 017B,W01001630,1585,1520,65
2021,Newport 017C,W01001631,1295,1227,68
2021,Newport 017D,W01001632,1366,1298,68
2021,Newport 019A,W01001633,1626,1535,91
2021,Newport 019B,W01001634,1440,1338,102
2021,Newport 016A,W01001635,1295,1211,84
2021,Newport 020A,W01001636,1872,1717,155
2021,Newport 016B,W01001637,2064,1926,138
2021,Newport 016C,W01001638,1182,1084,98
2021,Newport 004A,W01001639,2090,1931,159
2021,Newport 004B,W01001640,1088,1023,65
2021,Newport 004C,W01001641,1335,1245,90
2021,Newport 013A,W01001642,1587,1501,86
2021,Newport 013B,W01001643,1822,1719,103
2021,Newport 015D,W01001645,1248,1180,68
2021,Newport 015E,W01001646,1568,1433,135
2021,Newport 015G,W01001648,1509,1439,70
2021,Newport 004E,W01001650,1612,1522,90
2021,Newport 002A,W01001651,1402,1328,74
2021,Newport 002B,W01001652,1593,1530,63
2021,Newport 002C,W01001653,1327,1244,83
2021,Newport 002D,W01001654,1536,1440,96
2021,Newport 002E,W01001655,1528,1445,83
2021,Newport 020C,W01001657,1414,1304,110
2021,Newport 020D,W01001658,2018,1860,158
2021,Newport 018A,W01001659,1828,1754,74
2021,Newport 018B,W01001660,2586,2409,177
2021,Newport 018C,W01001661,2847,2674,173
2021,Newport 018D,W01001662,1628,1498,130
2021,Newport 008C,W01001663,1351,1289,62
2021,Newport 010A,W01001664,1171,1123,48
2021,Newport 008D,W01001665,1597,1498,99
2021,Newport 010B,W01001666,1452,1370,82
